	contig_id	contig_length	checkv_quality	completeness	contamination	provirus
24749	B4_spa_contigs_17099	8939	Low-quality	11.77	0	No
24750	B4_spa_contigs_17102	8938	Low-quality	8.12	0	No
24751	B4_spa_contigs_1711	35036	Medium-quality	64.74	0	No
24752	B4_spa_contigs_17145	8924	Low-quality	9.49	0	No
24753	B4_spa_contigs_17161	8917	Low-quality	5.55	0	No
24754	B4_spa_contigs_17170	8913	Low-quality	16.12	0	No
24755	B4_spa_contigs_17173	8912	Low-quality	1.69	0	No
24756	B4_spa_contigs_17187	8909	Low-quality	5.87	0	No
24757	B4_spa_contigs_17219	8895	Low-quality	11.67	0	No
24758	B4_spa_contigs_17220	8895	Low-quality	19.08	0	No
24759	B4_spa_contigs_17229	8891	Low-quality	12.63	0	No
24760	B4_spa_contigs_1723	34890	Complete	100	0	No
24761	B4_spa_contigs_17239	8887	Low-quality	19.62	0	No
24762	B4_spa_contigs_17273	8874	Low-quality	16.41	0	No
24763	B4_spa_contigs_17287	8870	Low-quality	13.27	0	No
24764	B4_spa_contigs_17326	8855	Low-quality	4.16	0	No
24765	B4_spa_contigs_17334	8854	Low-quality	5.12	0	No
24766	B4_spa_contigs_17345	8851	Low-quality	3.94	0	No
24767	B4_spa_contigs_17375	8839	Low-quality	21.42	0	No
24768	B4_spa_contigs_1738	34714	Low-quality	21.95	0	No
24769	B4_spa_contigs_17408	8829	Low-quality	6.14	0	No
24770	B4_spa_contigs_17430	8824	Low-quality	10.94	0	No
24771	B4_spa_contigs_1747_1	21385	Low-quality	30.16	0	Yes
24772	B4_spa_contigs_17531	8793	Low-quality	19.24	0	No
24773	B4_spa_contigs_17595	8774	Low-quality	20.26	0	No
24774	B4_spa_contigs_1761_1	18497	Medium-quality	73.68	0	Yes
24775	B4_spa_contigs_17646_1	6429	Low-quality	13.8	0	Yes
24776	B4_spa_contigs_17654	8757	Low-quality	15.98	0	No
24777	B4_spa_contigs_17672	8751	Low-quality	18.08	0	No
24778	B4_spa_contigs_17696	8746	Low-quality	13.94	0	No
24779	B4_spa_contigs_17707	8742	Low-quality	16.11	0	No
24780	B4_spa_contigs_1771	34266	Low-quality	33.86	0	No
24781	B4_spa_contigs_17807	8714	Low-quality	18.18	0	No
24782	B4_spa_contigs_17850	8701	Low-quality	5.93	0	No
24783	B4_spa_contigs_17859	8699	Low-quality	14.57	0	No
24784	B4_spa_contigs_17893	8691	Low-quality	21.58	0	No
24785	B4_spa_contigs_1793	34016	Medium-quality	52.77	0	No
24786	B4_spa_contigs_17943	8677	Low-quality	12.07	0	No
24787	B4_spa_contigs_18055_1	5069	Low-quality	7.52	0	Yes
24788	B4_spa_contigs_18059	8644	Low-quality	4.82	0	No
24789	B4_spa_contigs_18079	8638	Low-quality	7.53	0	No
24790	B4_spa_contigs_18081	8638	Low-quality	14.35	0	No
24791	B4_spa_contigs_18108	8629	Low-quality	9.61	0	No
24792	B4_spa_contigs_18158	8615	Low-quality	14.6	0	No
24793	B4_spa_contigs_18188	8607	Low-quality	15.86	0	No
24794	B4_spa_contigs_18329	8565	Low-quality	2.2	0	No
24795	B4_spa_contigs_18375	8552	Low-quality	5.91	0	No
24796	B4_spa_contigs_18406	8542	Low-quality	5.36	0	No
24797	B4_spa_contigs_18423	8539	Low-quality	11.55	0	No
24798	B4_spa_contigs_18425	8538	Low-quality	18.05	0	No
24799	B4_spa_contigs_18437	8535	Low-quality	5.54	0	No
24800	B4_spa_contigs_18509	8515	Low-quality	5.44	0	No
24801	B4_spa_contigs_18567	8499	Low-quality	11.56	0	No
24802	B4_spa_contigs_18582	8493	Low-quality	3.29	0	No
24803	B4_spa_contigs_18592	8490	Low-quality	11.86	0	No
24804	B4_spa_contigs_18624	8481	Low-quality	9.23	0	No
24805	B4_spa_contigs_18693	8462	Low-quality	11.19	0	No
24806	B4_spa_contigs_18712	8456	Medium-quality	67.14	0	No
24807	B4_spa_contigs_18770	8439	Low-quality	21.54	0	No
24808	B4_spa_contigs_18792	8435	Low-quality	21.83	0	No
24809	B4_spa_contigs_18794	8434	Low-quality	4.53	0	No
24810	B4_spa_contigs_18804	8431	Low-quality	22.86	0	No
24811	B4_spa_contigs_18837	8422	Low-quality	4.32	0	No
24812	B4_spa_contigs_1884	33150	High-quality	99.98	0	No
24813	B4_spa_contigs_18879	8406	Low-quality	15.5	0	No
24814	B4_spa_contigs_1889	33076	Medium-quality	55.56	0	No
24815	B4_spa_contigs_18913_1	6760	Low-quality	14.72	0	Yes
24816	B4_spa_contigs_18918	8393	Low-quality	8.88	0	No
24817	B4_spa_contigs_19007	8370	Low-quality	12.02	0	No
24818	B4_spa_contigs_1907	32923	Low-quality	15.47	0	No
24819	B4_spa_contigs_19092	8339	Low-quality	20.44	0	No
24820	B4_spa_contigs_19179	8312	Low-quality	22	0	No
24821	B4_spa_contigs_19212_1	7141	Low-quality	9.95	0	Yes
24822	B4_spa_contigs_19272	8285	Low-quality	19.65	0	No
24823	B4_spa_contigs_19298	8276	Low-quality	4.69	0	No
24824	B4_spa_contigs_19335	8267	Low-quality	13.85	0	No
24825	B4_spa_contigs_19394	8250	Low-quality	17.75	0	No
24826	B4_spa_contigs_19441	8234	Low-quality	22.16	0	No
24827	B4_spa_contigs_19527	8213	Low-quality	15.73	0	No
24828	B4_spa_contigs_19564	8203	Low-quality	14.74	0	No
24829	B4_spa_contigs_19579	8199	Low-quality	4.7	0	No
24830	B4_spa_contigs_19582	8198	Low-quality	13.8	0	No
24831	B4_spa_contigs_19602	8193	Low-quality	6.01	0	No
24832	B4_spa_contigs_19661	8174	Low-quality	10.02	0	No
24833	B4_spa_contigs_1968	32304	Low-quality	9.89	0	No
24834	B4_spa_contigs_19755	8144	Low-quality	3.65	0	No
24835	B4_spa_contigs_19771	8140	Low-quality	19.81	0	No
24836	B4_spa_contigs_1980_1	13467	Low-quality	7.01	0	Yes
24837	B4_spa_contigs_19830	8123	Low-quality	4.09	0	No
24838	B4_spa_contigs_1988	32087	Low-quality	29.64	0	No
24839	B4_spa_contigs_19906	8105	Low-quality	5.21	0	No
24840	B4_spa_contigs_19953	8092	Low-quality	13.03	0	No
24841	B4_spa_contigs_1997	32035	Medium-quality	69.92	0	No
24842	B4_spa_contigs_1998	32028	Low-quality	31.95	0	No
24843	B4_spa_contigs_20	249677	Medium-quality	69.06	0	No
24844	B4_spa_contigs_20010	8079	Low-quality	3.92	0	No
24845	B4_spa_contigs_20091	8056	Low-quality	12.1	0	No
24846	B4_spa_contigs_20137	8044	Low-quality	19.92	0	No
24847	B4_spa_contigs_20145	8044	Low-quality	16.12	0	No
24848	B4_spa_contigs_20150	8043	Low-quality	21.74	0	No
24849	B4_spa_contigs_20151	8043	Low-quality	19.89	0	No
24850	B4_spa_contigs_2016	31882	Low-quality	9.49	0	No
24851	B4_spa_contigs_2017	31869	High-quality	91.92	0	No
24852	B4_spa_contigs_20206	8030	Low-quality	10.63	0	No
24853	B4_spa_contigs_20225_1	7329	Low-quality	4.93	0	Yes
24854	B4_spa_contigs_20251	8018	Low-quality	10.41	0	No
24855	B4_spa_contigs_20263	8016	Low-quality	14.76	0	No
24856	B4_spa_contigs_20272	8014	Low-quality	2.38	0	No
24857	B4_spa_contigs_20322	8002	Low-quality	5.87	0	No
24858	B4_spa_contigs_2037_2	16597	Low-quality	20.58	0	Yes
24859	B4_spa_contigs_20379	7984	Low-quality	4.33	0	No
24860	B4_spa_contigs_20393	7982	Low-quality	5.35	0	No
24861	B4_spa_contigs_20431	7968	Low-quality	10.76	0	No
24862	B4_spa_contigs_20442	7966	Low-quality	2.33	0	No
24863	B4_spa_contigs_20457	7961	Low-quality	15.75	0	No
24864	B4_spa_contigs_20480	7955	Low-quality	4.5	0	No
24865	B4_spa_contigs_20493	7952	Low-quality	8.34	0	No
24866	B4_spa_contigs_20500	7950	Low-quality	20.05	0	No
24867	B4_spa_contigs_20546	7939	Low-quality	4.55	0	No
24868	B4_spa_contigs_2055	31503	Low-quality	13.59	0	No
24869	B4_spa_contigs_20560	7935	Low-quality	15.86	0	No
24870	B4_spa_contigs_20567	7934	Low-quality	20.23	0	No
24871	B4_spa_contigs_20568	7934	Low-quality	2.05	0	No
24872	B4_spa_contigs_20614	7921	Low-quality	20.06	0	No
24873	B4_spa_contigs_20724	7895	Low-quality	12.13	0	No
24874	B4_spa_contigs_20725	7894	Low-quality	11.48	0	No
24875	B4_spa_contigs_20780	7882	Low-quality	20.39	0	No
24876	B4_spa_contigs_20802	7875	Low-quality	19.67	0	No
24877	B4_spa_contigs_20844	7866	Low-quality	15.76	0	No
24878	B4_spa_contigs_20859	7863	Low-quality	19.11	0	No
24879	B4_spa_contigs_20862	7863	Low-quality	16.08	0	No
24880	B4_spa_contigs_2087	31223	Medium-quality	77.98	0	No
24881	B4_spa_contigs_20875	7859	Low-quality	12.42	0	No
24882	B4_spa_contigs_20912	7849	Low-quality	18.62	0	No
24883	B4_spa_contigs_20927	7846	Low-quality	8.68	0	No
24884	B4_spa_contigs_20939	7842	Low-quality	3.53	0	No
24885	B4_spa_contigs_20956	7837	Low-quality	31.38	0	No
24886	B4_spa_contigs_20962	7835	Low-quality	22.59	0	No
24887	B4_spa_contigs_21003	7825	Low-quality	15.11	0	No
24888	B4_spa_contigs_21011	7824	Low-quality	9.69	0	No
24889	B4_spa_contigs_21016	7822	Low-quality	9.25	0	No
24890	B4_spa_contigs_21027	7821	Low-quality	10.51	0	No
24891	B4_spa_contigs_21087	7803	Low-quality	18.58	0	No
24892	B4_spa_contigs_21102	7799	Low-quality	4.06	0	No
24893	B4_spa_contigs_21119	7794	Low-quality	7.08	0	No
24894	B4_spa_contigs_2114	30872	Medium-quality	53.34	0	No
24895	B4_spa_contigs_21150	7785	Low-quality	2.13	0	No
24896	B4_spa_contigs_21172	7780	Low-quality	12.89	0	No
24897	B4_spa_contigs_21177	7779	Low-quality	20.06	0	No
24898	B4_spa_contigs_21186	7777	Medium-quality	84.84	0	No
24899	B4_spa_contigs_21199	7774	Low-quality	18.61	0	No
24900	B4_spa_contigs_21220	7771	Low-quality	0.56	0	No
24901	B4_spa_contigs_21225	7771	Low-quality	17.55	0	No
24902	B4_spa_contigs_21233	7767	Low-quality	4.95	0	No
24903	B4_spa_contigs_21239	7766	Low-quality	5.24	0	No
24904	B4_spa_contigs_2125	30822	Medium-quality	76.16	0	No
24905	B4_spa_contigs_213	108504	High-quality	100	0	No
24906	B4_spa_contigs_21318	7747	Low-quality	3.32	0	No
24907	B4_spa_contigs_21364	7739	Low-quality	6.83	0	No
24908	B4_spa_contigs_21404	7730	Low-quality	12.07	0	No
24909	B4_spa_contigs_21426	7724	Low-quality	13.31	0	No
24910	B4_spa_contigs_21469	7714	Low-quality	4.62	0	No
24911	B4_spa_contigs_2151	30580	Medium-quality	65.41	0	No
24912	B4_spa_contigs_21625	7679	Low-quality	6.97	0	No
24913	B4_spa_contigs_21692	7665	Low-quality	17.03	0	No
24914	B4_spa_contigs_21745	7654	Low-quality	6.22	0	No
24915	B4_spa_contigs_2176	30369	Medium-quality	62.48	0	No
24916	B4_spa_contigs_21803	7640	Low-quality	3.78	0	No
24917	B4_spa_contigs_21806	7639	Low-quality	5.27	0	No
24918	B4_spa_contigs_21832	7633	Low-quality	22.16	0	No
24919	B4_spa_contigs_21840	7630	Low-quality	16.36	0	No
24920	B4_spa_contigs_2185	30295	Low-quality	42.08	0	No
24921	B4_spa_contigs_21871	7623	Medium-quality	50.4	0	No
24922	B4_spa_contigs_21883	7620	Low-quality	4.53	0	No
24923	B4_spa_contigs_21978	7599	Low-quality	14.11	0	No
24924	B4_spa_contigs_22036	7587	Low-quality	13.3	0	No
24925	B4_spa_contigs_22047	7584	Low-quality	4.88	0	No
24926	B4_spa_contigs_22070	7580	Low-quality	17.52	0	No
24927	B4_spa_contigs_22112	7571	Low-quality	15.78	0	No
24928	B4_spa_contigs_22141	7564	Low-quality	1.37	0	No
24929	B4_spa_contigs_22156	7560	Low-quality	11.5	0	No
24930	B4_spa_contigs_22198	7554	Low-quality	7.93	0	No
24931	B4_spa_contigs_22232	7548	Low-quality	17.22	0	No
24932	B4_spa_contigs_22237	7547	Low-quality	4.14	0	No
24933	B4_spa_contigs_2225	30028	Medium-quality	68.4	0	No
24934	B4_spa_contigs_22292	7532	Low-quality	4.13	0	No
24935	B4_spa_contigs_22306	7530	Low-quality	12.16	0	No
24936	B4_spa_contigs_2232	29971	Medium-quality	81.52	0	No
24937	B4_spa_contigs_22362	7519	Low-quality	12.04	0	No
24938	B4_spa_contigs_22391	7513	Low-quality	8.18	0	No
24939	B4_spa_contigs_22415	7507	Low-quality	8.67	0	No
24940	B4_spa_contigs_22443	7501	Low-quality	11.42	0	No
24941	B4_spa_contigs_22450	7499	Low-quality	12.56	0	No
24942	B4_spa_contigs_22452	7498	Low-quality	19.92	0	No
24943	B4_spa_contigs_22456_1	6357	Low-quality	17.58	0	Yes
24944	B4_spa_contigs_22464	7497	Low-quality	6.71	0	No
24945	B4_spa_contigs_22495	7489	Low-quality	13.47	0	No
24946	B4_spa_contigs_22497	7489	Low-quality	12.81	0	No
24947	B4_spa_contigs_22546	7479	Low-quality	16.83	0	No
24948	B4_spa_contigs_22554	7478	Low-quality	3.51	0	No
24949	B4_spa_contigs_2256	29861	Low-quality	16.21	0	No
24950	B4_spa_contigs_22619	7463	Low-quality	23.59	0	No
24951	B4_spa_contigs_22653	7455	Low-quality	12.01	0	No
24952	B4_spa_contigs_22701	7448	Low-quality	10.07	0	No
24953	B4_spa_contigs_22756	7436	Low-quality	3.47	0	No
24954	B4_spa_contigs_22762	7434	Low-quality	14.52	0	No
24955	B4_spa_contigs_22849	7418	Low-quality	5.7	0	No
24956	B4_spa_contigs_22871	7414	Low-quality	41.33	0	No
24957	B4_spa_contigs_22895	7409	Low-quality	16.66	0	No
24958	B4_spa_contigs_22901	7407	Low-quality	8.01	0	No
24959	B4_spa_contigs_22993	7387	Low-quality	11.28	0	No
24960	B4_spa_contigs_23001	7384	Low-quality	0.61	0	No
24961	B4_spa_contigs_23131	7359	Low-quality	19.84	0	No
24962	B4_spa_contigs_23186	7350	Low-quality	12.34	0	No
24963	B4_spa_contigs_23197	7348	Low-quality	6.02	0	No
24964	B4_spa_contigs_23206	7346	Low-quality	8.55	0	No
24965	B4_spa_contigs_23221	7342	Low-quality	8.03	0	No
24966	B4_spa_contigs_23253	7334	Low-quality	13.15	0	No
24967	B4_spa_contigs_2334	29276	Low-quality	16.72	0	No
24968	B4_spa_contigs_23507	7278	Low-quality	17.47	0	No
24969	B4_spa_contigs_23584	7259	Low-quality	13.75	0	No
24970	B4_spa_contigs_23638	7250	Low-quality	19.92	0	No
24971	B4_spa_contigs_23735	7231	Low-quality	3.91	0	No
24972	B4_spa_contigs_23752	7229	Low-quality	5.67	0	No
24973	B4_spa_contigs_2379	28948	High-quality	100	0	No
24974	B4_spa_contigs_23804	7219	Low-quality	4.99	0	No
24975	B4_spa_contigs_23875	7204	Low-quality	10.8	0	No
24976	B4_spa_contigs_23877	7203	Low-quality	23.41	0	No
24977	B4_spa_contigs_23898	7198	Low-quality	12.28	0	No
24978	B4_spa_contigs_23954	7189	Low-quality	11.77	0	No
24979	B4_spa_contigs_23992	7182	Low-quality	15.41	0	No
24980	B4_spa_contigs_24024	7175	Low-quality	5	0	No
24981	B4_spa_contigs_24077	7166	Low-quality	11.71	0	No
24982	B4_spa_contigs_24083	7165	Low-quality	12.29	0	No
24983	B4_spa_contigs_24112	7159	Low-quality	10.62	0	No
24984	B4_spa_contigs_24124	7157	Low-quality	6.42	0	No
24985	B4_spa_contigs_2414	28729	Medium-quality	82.85	0	No
24986	B4_spa_contigs_24141	7155	Low-quality	2.99	0	No
24987	B4_spa_contigs_24143	7154	Low-quality	13.8	0	No
24988	B4_spa_contigs_24152	7152	Low-quality	9.47	0	No
24989	B4_spa_contigs_24196	7142	Low-quality	3.85	0	No
24990	B4_spa_contigs_2423	28664	Low-quality	46.27	0	No
24991	B4_spa_contigs_24286	7125	Low-quality	8.19	0	No
24992	B4_spa_contigs_24290	7124	Low-quality	5.48	0	No
24993	B4_spa_contigs_24306	7122	Low-quality	1.95	0	No
24994	B4_spa_contigs_24323_1	5416	Low-quality	13.35	0	Yes
24995	B4_spa_contigs_24395	7105	Low-quality	4.99	0	No
24996	B4_spa_contigs_2440	28550	Medium-quality	70	0	No
24997	B4_spa_contigs_24405	7104	Low-quality	8.61	0	No
24998	B4_spa_contigs_24408	7103	Low-quality	16.25	0	No
24999	B4_spa_contigs_24415	7102	Low-quality	8.74	0	No
25000	B4_spa_contigs_24426	7101	Low-quality	8.12	0	No
25001	B4_spa_contigs_24519	7083	Low-quality	7.14	0	No
25002	B4_spa_contigs_2463	28357	Low-quality	23.25	0	No
25003	B4_spa_contigs_24644	7058	Low-quality	8.25	0	No
25004	B4_spa_contigs_24649	7057	Low-quality	14.09	0	No
25005	B4_spa_contigs_24650	7057	Low-quality	16.33	0	No
25006	B4_spa_contigs_24655	7057	Low-quality	5.79	0	No
25007	B4_spa_contigs_24690	7050	Low-quality	10.85	0	No
25008	B4_spa_contigs_24880	7016	Low-quality	10.22	0	No
25009	B4_spa_contigs_24889	7015	Low-quality	10.76	0	No
25010	B4_spa_contigs_24935	7006	Low-quality	9.18	0	No
25011	B4_spa_contigs_24954	7004	Low-quality	8.05	0	No
25012	B4_spa_contigs_2496	28139	Low-quality	25.05	0	No
25013	B4_spa_contigs_2501	28120	Medium-quality	58.42	0	No
25014	B4_spa_contigs_25013	6995	Low-quality	3.6	0	No
25015	B4_spa_contigs_25041	6990	Low-quality	18.88	0	No
25016	B4_spa_contigs_25052	6988	Low-quality	18.39	0	No
25017	B4_spa_contigs_25153	6969	Low-quality	10.63	0	No
25018	B4_spa_contigs_25158	6968	Low-quality	8.64	0	No
25019	B4_spa_contigs_25178_1	5224	Low-quality	3.16	0	Yes
25020	B4_spa_contigs_25220	6956	Low-quality	10.72	0	No
25021	B4_spa_contigs_25231	6953	Low-quality	3.47	0	No
25022	B4_spa_contigs_25257	6949	Low-quality	8.48	0	No
25023	B4_spa_contigs_25295	6942	Low-quality	11.34	0	No
25024	B4_spa_contigs_25307	6940	Low-quality	13.82	0	No
25025	B4_spa_contigs_25332	6935	Low-quality	2.46	0	No
25026	B4_spa_contigs_25352	6932	Medium-quality	53.98	0	No
25027	B4_spa_contigs_25357	6931	Low-quality	16.55	0	No
25028	B4_spa_contigs_25386	6927	Low-quality	3.76	0	No
25029	B4_spa_contigs_25420	6922	Low-quality	2.7	0	No
25030	B4_spa_contigs_25443	6918	Low-quality	15.87	0	No
25031	B4_spa_contigs_25449	6917	Low-quality	4.09	0	No
25032	B4_spa_contigs_25485	6910	Low-quality	6.8	0	No
25033	B4_spa_contigs_25546	6898	Low-quality	7.89	0	No
25034	B4_spa_contigs_25614_1	5244	Low-quality	7.37	0	Yes
25035	B4_spa_contigs_25669	6877	Low-quality	4.44	0	No
25036	B4_spa_contigs_25677	6875	Low-quality	7.1	0	No
25037	B4_spa_contigs_25687	6874	Low-quality	15.78	0	No
25038	B4_spa_contigs_25798	6855	Low-quality	6.15	0	No
25039	B4_spa_contigs_25828	6848	Low-quality	8.57	0	No
25040	B4_spa_contigs_25838	6847	Low-quality	8.62	0	No
25041	B4_spa_contigs_25932	6830	Low-quality	4.42	0	No
25042	B4_spa_contigs_26008	6817	Low-quality	11.22	0	No
25043	B4_spa_contigs_26038	6812	Low-quality	4.82	0	No
25044	B4_spa_contigs_26065	6808	Low-quality	4.71	0	No
25045	B4_spa_contigs_26076	6806	Low-quality	6.17	0	No
25046	B4_spa_contigs_26086	6805	Low-quality	8.5	0	No
25047	B4_spa_contigs_26091	6805	Low-quality	11.38	0	No
25048	B4_spa_contigs_26103	6803	Low-quality	5.83	0	No
25049	B4_spa_contigs_2612	27390	Low-quality	26.24	0	No
25050	B4_spa_contigs_2614	27389	Low-quality	15.28	0	No
25051	B4_spa_contigs_26148	6796	Low-quality	6.98	0	No
25052	B4_spa_contigs_2615	27373	Low-quality	16.94	0	No
25053	B4_spa_contigs_26157	6794	Low-quality	11.66	0	No
25054	B4_spa_contigs_2621	27367	Low-quality	36.73	0	No
25055	B4_spa_contigs_26214	6784	Low-quality	3.09	0	No
25056	B4_spa_contigs_26240	6779	Low-quality	2.77	0	No
25057	B4_spa_contigs_26276	6774	Low-quality	12.3	0	No
25058	B4_spa_contigs_26283	6773	Low-quality	11.34	0	No
25059	B4_spa_contigs_26428	6751	Low-quality	4.75	0	No
25060	B4_spa_contigs_2658_1	9002	Low-quality	10.43	0	Yes
25061	B4_spa_contigs_26609	6724	Low-quality	6.21	0	No
25062	B4_spa_contigs_26611	6723	Low-quality	7.44	0	No
25063	B4_spa_contigs_26640	6718	Low-quality	19.87	0	No
25064	B4_spa_contigs_26644	6718	Low-quality	2.75	0	No
25065	B4_spa_contigs_26675	6712	Low-quality	17.04	0	No
25066	B4_spa_contigs_26723	6706	Low-quality	6.62	0	No
25067	B4_spa_contigs_26779	6697	Low-quality	6.28	0	No
25068	B4_spa_contigs_26816	6692	Low-quality	6.83	0	No
25069	B4_spa_contigs_26848	6688	Low-quality	3.16	0	No
25070	B4_spa_contigs_2685	27041	Low-quality	42.87	0	No
25071	B4_spa_contigs_26855	6687	Low-quality	7.76	0	No
25072	B4_spa_contigs_26856	6686	Low-quality	4.17	0	No
25073	B4_spa_contigs_26879	6682	Low-quality	7.08	0	No
25074	B4_spa_contigs_26881	6681	Low-quality	9.8	0	No
25075	B4_spa_contigs_26910_1	5903	Low-quality	2.63	0	Yes
25076	B4_spa_contigs_26941	6673	High-quality	100	0	No
25077	B4_spa_contigs_26952	6672	Low-quality	14.84	0	No
25078	B4_spa_contigs_26960	6671	Low-quality	17.26	0	No
25079	B4_spa_contigs_26997	6667	Low-quality	10.9	0	No
25080	B4_spa_contigs_27017	6663	Low-quality	5.19	0	No
25081	B4_spa_contigs_27032	6661	Low-quality	5.88	0	No
25082	B4_spa_contigs_27062	6656	Low-quality	1.92	0	No
25083	B4_spa_contigs_27118	6648	Low-quality	5.62	0	No
25084	B4_spa_contigs_27129	6646	Low-quality	8.45	0	No
25085	B4_spa_contigs_27193	6635	Low-quality	10.3	0	No
25086	B4_spa_contigs_27308	6616	Low-quality	17.14	0	No
25087	B4_spa_contigs_27424	6597	Low-quality	5.67	0	No
25088	B4_spa_contigs_27483	6588	Low-quality	5.93	0	No
25089	B4_spa_contigs_27564	6576	Low-quality	4.23	0	No
25090	B4_spa_contigs_27596	6571	Low-quality	16.44	0	No
25091	B4_spa_contigs_27656	6560	Low-quality	16.36	0	No
25092	B4_spa_contigs_27690	6552	Low-quality	1.6	0	No
25093	B4_spa_contigs_2770	26589	Low-quality	17.9	0	No
25094	B4_spa_contigs_27725	6547	Low-quality	8.25	0	No
25095	B4_spa_contigs_27729	6546	Low-quality	2.99	0	No
25096	B4_spa_contigs_2775	26569	Low-quality	40.15	0	No
25097	B4_spa_contigs_27847	6528	Low-quality	10.87	0	No
25098	B4_spa_contigs_27850	6527	Low-quality	5.84	0	No
25099	B4_spa_contigs_27925	6518	Low-quality	13.25	0	No
25100	B4_spa_contigs_27948	6515	Low-quality	18.01	0	No
25101	B4_spa_contigs_28052	6498	Low-quality	1.11	0	No
25102	B4_spa_contigs_28100	6491	Low-quality	10.84	0	No
25103	B4_spa_contigs_28139	6485	Low-quality	10.59	0	No
25104	B4_spa_contigs_28153	6484	Low-quality	15.75	0	No
25105	B4_spa_contigs_28207	6477	Low-quality	11.58	0	No
25106	B4_spa_contigs_2821	26320	Medium-quality	55.78	0	No
25107	B4_spa_contigs_28215	6475	Low-quality	12.71	0	No
25108	B4_spa_contigs_2829	26296	Medium-quality	64.82	0	No
25109	B4_spa_contigs_28308	6460	Low-quality	12.78	0	No
25110	B4_spa_contigs_28336	6455	Low-quality	3.43	0	No
25111	B4_spa_contigs_28374	6450	Low-quality	9.01	0	No
25112	B4_spa_contigs_28416	6446	Low-quality	5.43	0	No
25113	B4_spa_contigs_28491	6435	Low-quality	3.22	0	No
25114	B4_spa_contigs_28522	6431	Low-quality	14.82	0	No
25115	B4_spa_contigs_2853	26126	Medium-quality	56.65	0	No
25116	B4_spa_contigs_28533	6429	Low-quality	15.1	0	No
25117	B4_spa_contigs_28557	6427	Low-quality	2.86	0	No
25118	B4_spa_contigs_28558	6427	Low-quality	8.23	0	No
25119	B4_spa_contigs_28638	6419	Low-quality	17.71	0	No
25120	B4_spa_contigs_28691	6411	Low-quality	5.94	0	No
25121	B4_spa_contigs_28695	6410	Low-quality	15.56	0	No
25122	B4_spa_contigs_28708	6408	Low-quality	12.99	0	No
25123	B4_spa_contigs_28774	6401	Low-quality	8.41	0	No
25124	B4_spa_contigs_28784	6399	Low-quality	10.34	0	No
25125	B4_spa_contigs_28792	6398	Low-quality	11.43	0	No
25126	B4_spa_contigs_28817	6394	Low-quality	8.34	0	No
25127	B4_spa_contigs_2891_1	22801	Low-quality	11.8	0	Yes
25128	B4_spa_contigs_28912	6380	Low-quality	6.67	0	No
25129	B4_spa_contigs_28916	6380	Low-quality	4.34	0	No
25130	B4_spa_contigs_28963_1	5764	Low-quality	11.34	0	Yes
25131	B4_spa_contigs_29045	6362	Low-quality	10.42	0	No
25132	B4_spa_contigs_29061	6359	Low-quality	10.92	0	No
25133	B4_spa_contigs_29074	6356	Low-quality	13.61	0	No
25134	B4_spa_contigs_29097	6351	Low-quality	3.54	0	No
25135	B4_spa_contigs_29103	6349	Low-quality	4.41	0	No
25136	B4_spa_contigs_29191	6339	Low-quality	16.36	0	No
25137	B4_spa_contigs_29220	6335	Low-quality	8.22	0	No
25138	B4_spa_contigs_29233	6333	Low-quality	15.37	0	No
25139	B4_spa_contigs_29242	6331	Low-quality	3.21	0	No
25140	B4_spa_contigs_29256	6329	Low-quality	19.01	0	No
25141	B4_spa_contigs_29274_1	5195	Low-quality	11.95	0	Yes
25142	B4_spa_contigs_29305	6321	Low-quality	8.5	0	No
25143	B4_spa_contigs_29368	6311	Low-quality	9.68	0	No
25144	B4_spa_contigs_29450	6302	Low-quality	5.44	0	No
25145	B4_spa_contigs_29466	6299	Low-quality	12.07	0	No
25146	B4_spa_contigs_29478	6297	Low-quality	8.24	0	No
25147	B4_spa_contigs_29512_1	5619	Low-quality	14.17	0	Yes
25148	B4_spa_contigs_29514	6293	Low-quality	3.52	0	No
25149	B4_spa_contigs_29537	6290	Low-quality	9.76	0	No
25150	B4_spa_contigs_29671	6270	Low-quality	15.05	0	No
25151	B4_spa_contigs_29680	6269	Low-quality	8.74	0	No
25152	B4_spa_contigs_29753	6259	Low-quality	10.78	0	No
25153	B4_spa_contigs_29810	6251	Low-quality	15.91	0	No
25154	B4_spa_contigs_29856	6244	Low-quality	3.57	0	No
25155	B4_spa_contigs_29868	6243	Low-quality	8.66	0	No
25156	B4_spa_contigs_29934	6235	Low-quality	6.45	0	No
25157	B4_spa_contigs_29962	6232	Low-quality	9.68	0	No
25158	B4_spa_contigs_30075	6214	Low-quality	8.71	0	No
25159	B4_spa_contigs_30098	6210	Low-quality	16.74	0	No
25160	B4_spa_contigs_3012_1	21587	Medium-quality	59.32	0	Yes
25161	B4_spa_contigs_30146	6203	Low-quality	0.56	0	No
25162	B4_spa_contigs_30162	6201	Low-quality	9.89	0	No
25163	B4_spa_contigs_30175	6200	Low-quality	9.28	0	No
25164	B4_spa_contigs_30186	6198	Low-quality	14.4	0	No
25165	B4_spa_contigs_30197	6197	Low-quality	13.54	0	No
25166	B4_spa_contigs_30247	6188	Low-quality	15.6	0	No
25167	B4_spa_contigs_30387	6171	Low-quality	3.67	0	No
25168	B4_spa_contigs_30400	6170	Low-quality	5.49	0	No
